"","overall_pick","draft_team","total_games_played","educational_prestige","pick_bucket","career_bucket","team_conference"
"765","53","MIA","42","OtherCollege","SecondRound","ShortCareer","Eastern"
"766","55","HOU","16","OtherCollege","SecondRound","ShortCareer","Western"
"767","1","MIL","706","OtherCollege","Top5","LongCareer","Eastern"
"768","2","ATL","1072","OtherCollege","Top5","LongCareer","Eastern"
"769","3","UTA","845","OtherCollege","Top5","LongCareer","Western"
"770","4","NOP","1155","OtherCollege","Top5","LongCareer","Western"
"771","5","CHO","971","OtherCollege","Top5","LongCareer","Eastern"
"772","6","POR","580","NonCollegiate","Lottery","LongCareer","Western"
"773","7","TOR","656","PowerSchool","Lottery","LongCareer","Eastern"
"774","8","NYK","890","OtherCollege","Lottery","LongCareer","Eastern"
"775","9","GSW","225","OtherCollege","Lottery","AverageCareer","Western"
"776","10","LAL","418","NonCollegiate","Lottery","AverageCareer","Western"
"777","12","LAC","34","NonCollegiate","Lottery","ShortCareer","Western"
"778","13","CHO","119","OtherCollege","Lottery","ShortCareer","Eastern"
"779","14","MIN","249","OtherCollege","Lottery","AverageCareer","Western"
"780","15","BRK","297","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"781","16","TOR","377","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"782","17","IND","586","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"783","18","BOS","658","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"784","19","MEM","526","OtherCollege","MidtoLateFirst","LongCareer","Western"
"785","20","DEN","23","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"786","21","PHO","618","OtherCollege","MidtoLateFirst","LongCareer","Western"
"787","22","DEN","867","OtherCollege","MidtoLateFirst","LongCareer","Western"
"788","23","SAC","549","PowerSchool","MidtoLateFirst","LongCareer","Western"
"789","24","HOU","348","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"790","25","OKC","473","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"791","26","DET","618","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"792","27","POR","409","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"793","28","SAS","618","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"794","29","MIA","51","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"795","30","NYK","829","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"796","31","ATL","157","OtherCollege","SecondRound","ShortCareer","Eastern"
"797","32","LAC","127","PowerSchool","SecondRound","ShortCareer","Western"
"798","33","NOP","758","OtherCollege","SecondRound","LongCareer","Western"
"799","34","UTA","849","NonCollegiate","SecondRound","LongCareer","Western"
"800","36","MIL","825","NonCollegiate","SecondRound","LongCareer","Eastern"
"801","37","LAL","473","OtherCollege","SecondRound","LongCareer","Western"
"802","38","ORL","179","OtherCollege","SecondRound","ShortCareer","Eastern"
"803","39","LAL","200","OtherCollege","SecondRound","AverageCareer","Western"
"804","40","GSW","833","NonCollegiate","SecondRound","LongCareer","Western"
"805","41","TOR","85","NonCollegiate","SecondRound","ShortCareer","Eastern"
"806","42","GSW","17","OtherCollege","SecondRound","ShortCareer","Western"
"807","43","BRK","5","NonCollegiate","SecondRound","ShortCareer","Eastern"
"808","44","ORL","6","NonCollegiate","SecondRound","ShortCareer","Eastern"
"809","45","PHI","1123","NonCollegiate","SecondRound","LongCareer","Eastern"
"810","47","MIN","26","PowerSchool","SecondRound","ShortCareer","Western"
"811","48","OKC","145","NonCollegiate","SecondRound","ShortCareer","Western"
"812","49","WAS","564","NonCollegiate","SecondRound","LongCareer","Eastern"
"813","50","BOS","487","OtherCollege","SecondRound","LongCareer","Eastern"
"814","51","UTA","23","OtherCollege","SecondRound","ShortCareer","Western"
"815","53","BOS","131","OtherCollege","SecondRound","ShortCareer","Eastern"
"816","54","NYK","16","PowerSchool","SecondRound","ShortCareer","Eastern"
"817","55","OKC","87","OtherCollege","SecondRound","ShortCareer","Western"
"818","56","DET","870","NonCollegiate","SecondRound","LongCareer","Eastern"
"819","57","PHO","806","NonCollegiate","SecondRound","LongCareer","Western"
"820","58","TOR","20","NonCollegiate","SecondRound","ShortCareer","Eastern"
"821","60","DET","30","OtherCollege","SecondRound","ShortCareer","Eastern"
"822","1","TOR","550","NonCollegiate","Top5","LongCareer","Eastern"
"823","2","CHI","1076","OtherCollege","Top5","LongCareer","Eastern"
"824","3","CHO","161","OtherCollege","Top5","ShortCareer","Eastern"
"825","4","POR","402","OtherCollege","Top5","AverageCareer","Western"
"826","5","ATL","361","PowerSchool","Top5","AverageCareer","Eastern"
"827","6","MIN","326","OtherCollege","Lottery","AverageCareer","Western"
"828","7","BOS","752","PowerSchool","Lottery","LongCareer","Eastern"
"829","8","HOU","1064","PowerSchool","Lottery","LongCareer","Western"
"830","9","GSW","90","OtherCollege","Lottery","ShortCareer","Western"
"831","10","OKC","47","NonCollegiate","Lottery","ShortCareer","Western"
"832","11","ORL","940","PowerSchool","Lottery","LongCareer","Eastern"
"833","12","NOP","292","PowerSchool","Lottery","AverageCareer","Western"
"834","13","PHI","869","NonCollegiate","Lottery","LongCareer","Eastern"
"835","14","UTA","502","OtherCollege","Lottery","LongCareer","Western"
"836","15","NOP","75","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"837","16","CHI","299","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"838","17","IND","314","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"839","18","WAS","111","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"840","19","SAC","143","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"841","20","NYK","221","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"842","21","PHO","957","PowerSchool","MidtoLateFirst","LongCareer","Western"
"843","22","BRK","203","PowerSchool","MidtoLateFirst","AverageCareer","Eastern"
"844","23","BRK","256","PowerSchool","MidtoLateFirst","AverageCareer","Eastern"
"845","24","MEM","1023","PowerSchool","MidtoLateFirst","LongCareer","Western"
"846","25","CLE","408","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"847","26","LAL","504","PowerSchool","MidtoLateFirst","LongCareer","Western"
"848","27","PHO","353","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"849","28","DAL","82","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"850","29","NYK","189","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"851","30","POR","151","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"852","31","POR","67","PowerSchool","SecondRound","ShortCareer","Western"
"853","32","HOU","467","OtherCollege","SecondRound","LongCareer","Western"
"854","33","ATL","281","OtherCollege","SecondRound","AverageCareer","Eastern"
"855","34","LAC","82","OtherCollege","SecondRound","ShortCareer","Western"
"856","35","TOR","777","OtherCollege","SecondRound","LongCareer","Eastern"
"857","36","MIN","403","OtherCollege","SecondRound","AverageCareer","Western"
"858","37","MIN","91","OtherCollege","SecondRound","ShortCareer","Western"
"859","38","GSW","7","NonCollegiate","SecondRound","ShortCareer","Western"
"860","39","MIL","68","OtherCollege","SecondRound","ShortCareer","Eastern"
"861","41","ORL","27","OtherCollege","SecondRound","ShortCareer","Eastern"
"862","42","CLE","397","OtherCollege","SecondRound","AverageCareer","Eastern"
"863","43","NOP","26","NonCollegiate","SecondRound","ShortCareer","Western"
"864","45","IND","102","OtherCollege","SecondRound","ShortCareer","Eastern"
"865","46","UTA","68","OtherCollege","SecondRound","ShortCareer","Western"
"866","47","UTA","1085","OtherCollege","SecondRound","LongCareer","Western"
"867","49","DEN","239","OtherCollege","SecondRound","AverageCareer","Western"
"868","50","CHO","518","PowerSchool","SecondRound","LongCareer","Eastern"
"869","51","LAL","22","NonCollegiate","SecondRound","ShortCareer","Western"
"870","52","LAC","6","OtherCollege","SecondRound","ShortCareer","Western"
"871","54","BRK","73","OtherCollege","SecondRound","ShortCareer","Eastern"
"872","59","SAS","30","NonCollegiate","SecondRound","ShortCareer","Western"
"873","60","DET","14","OtherCollege","SecondRound","ShortCareer","Eastern"
"874","1","POR","105","OtherCollege","Top5","ShortCareer","Western"
"875","2","OKC","939","OtherCollege","Top5","LongCareer","Western"
"876","3","ATL","950","OtherCollege","Top5","LongCareer","Eastern"
"877","4","MEM","958","OtherCollege","Top5","LongCareer","Western"
"878","5","BOS","1051","OtherCollege","Top5","LongCareer","Eastern"
"879","6","MIL","272","NonCollegiate","Lottery","AverageCareer","Eastern"
"880","7","MIN","819","OtherCollege","Lottery","LongCareer","Western"
"881","8","CHO","428","OtherCollege","Lottery","AverageCareer","Eastern"
"882","9","CHI","672","OtherCollege","Lottery","LongCareer","Eastern"
"883","10","SAC","684","OtherCollege","Lottery","LongCareer","Western"
"884","11","ATL","188","OtherCollege","Lottery","ShortCareer","Eastern"
"885","12","PHI","1085","OtherCollege","Lottery","LongCareer","Eastern"
"886","13","NOP","231","PowerSchool","Lottery","AverageCareer","Western"
"887","14","LAC","296","OtherCollege","Lottery","AverageCareer","Western"
"888","15","DET","651","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"889","16","WAS","720","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"890","17","BRK","137","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"891","18","GSW","860","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"892","19","LAL","113","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"893","20","MIA","616","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"894","21","PHI","328","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"895","22","CHO","904","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"896","23","NYK","676","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"897","24","PHO","249","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"898","25","UTA","38","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"899","26","HOU","645","OtherCollege","MidtoLateFirst","LongCareer","Western"
"900","27","DET","762","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"901","28","SAS","355","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"902","29","PHO","51","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"903","31","OKC","513","OtherCollege","SecondRound","LongCareer","Western"
"904","32","BOS","62","OtherCollege","SecondRound","ShortCareer","Eastern"
"905","33","SAS","13","OtherCollege","SecondRound","ShortCareer","Western"
"906","34","DAL","26","OtherCollege","SecondRound","ShortCareer","Western"
"907","35","OKC","514","OtherCollege","SecondRound","LongCareer","Western"
"908","36","GSW","52","OtherCollege","SecondRound","ShortCareer","Western"
"909","37","POR","433","PowerSchool","SecondRound","AverageCareer","Western"
"910","38","PHI","135","NonCollegiate","SecondRound","ShortCareer","Eastern"
"911","40","LAL","10","NonCollegiate","SecondRound","ShortCareer","Western"
"912","41","MIN","70","OtherCollege","SecondRound","ShortCareer","Western"
"913","42","POR","2","OtherCollege","SecondRound","ShortCareer","Western"
"914","46","GSW","16","OtherCollege","SecondRound","ShortCareer","Western"
"915","47","WAS","342","OtherCollege","SecondRound","AverageCareer","Eastern"
"916","48","LAL","891","NonCollegiate","SecondRound","LongCareer","Western"
"917","49","CHI","318","OtherCollege","SecondRound","AverageCareer","Eastern"
"918","51","CHI","1","OtherCollege","SecondRound","ShortCareer","Eastern"
"919","52","POR","17","OtherCollege","SecondRound","ShortCareer","Western"
"920","53","POR","18","OtherCollege","SecondRound","ShortCareer","Western"
"921","56","MIL","691","OtherCollege","SecondRound","LongCareer","Eastern"
"922","59","PHO","33","OtherCollege","SecondRound","ShortCareer","Western"
"923","1","CHI","672","OtherCollege","Top5","LongCareer","Eastern"
"924","2","MIA","609","OtherCollege","Top5","LongCareer","Eastern"
"925","3","MIN","547","OtherCollege","Top5","LongCareer","Western"
"926","4","OKC","1021","PowerSchool","Top5","LongCareer","Western"
"927","5","MEM","812","PowerSchool","Top5","LongCareer","Western"
"928","6","NYK","728","NonCollegiate","Lottery","LongCareer","Eastern"
"929","7","LAC","749","PowerSchool","Lottery","LongCareer","Western"
"930","8","MIL","67","OtherCollege","Lottery","ShortCareer","Eastern"
"931","9","CHO","976","OtherCollege","Lottery","LongCareer","Eastern"
"932","10","BRK","868","OtherCollege","Lottery","LongCareer","Eastern"
"933","11","IND","586","OtherCollege","Lottery","LongCareer","Eastern"
"934","12","SAC","588","OtherCollege","Lottery","LongCareer","Western"
"935","13","POR","481","PowerSchool","Lottery","LongCareer","Western"
"936","14","GSW","252","OtherCollege","Lottery","AverageCareer","Western"
"937","15","PHO","939","OtherCollege","MidtoLateFirst","LongCareer","Western"
"938","16","PHI","705","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"939","17","TOR","662","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"940","18","WAS","821","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"941","19","CLE","534","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"942","20","CHO","293","NonCollegiate","MidtoLateFirst","AverageCareer","Eastern"
"943","21","BRK","649","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"944","22","ORL","811","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"945","23","UTA","686","OtherCollege","MidtoLateFirst","LongCareer","Western"
"946","24","OKC","903","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"947","25","HOU","915","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"948","26","SAS","869","OtherCollege","MidtoLateFirst","LongCareer","Western"
"949","27","NOP","503","PowerSchool","MidtoLateFirst","LongCareer","Western"
"950","28","MEM","253","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"951","29","DET","138","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"952","30","BOS","38","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"953","31","MIN","271","NonCollegiate","SecondRound","AverageCareer","Western"
"954","32","OKC","8","OtherCollege","SecondRound","ShortCareer","Western"
"955","33","POR","130","OtherCollege","SecondRound","ShortCareer","Western"
"956","34","MIN","646","PowerSchool","SecondRound","LongCareer","Western"
"957","35","LAC","980","OtherCollege","SecondRound","LongCareer","Western"
"958","36","POR","471","NonCollegiate","SecondRound","LongCareer","Western"
"959","37","MIL","689","PowerSchool","SecondRound","LongCareer","Eastern"
"960","38","CHO","73","OtherCollege","SecondRound","ShortCareer","Eastern"
"961","39","CHI","183","OtherCollege","SecondRound","ShortCareer","Eastern"
"962","40","BRK","222","OtherCollege","SecondRound","AverageCareer","Eastern"
"963","41","IND","45","NonCollegiate","SecondRound","ShortCareer","Eastern"
"964","42","SAC","37","OtherCollege","SecondRound","ShortCareer","Western"
"965","43","SAC","7","OtherCollege","SecondRound","ShortCareer","Western"
"966","45","SAS","888","NonCollegiate","SecondRound","LongCareer","Western"
"967","47","WAS","181","OtherCollege","SecondRound","ShortCareer","Eastern"
"968","48","PHO","62","OtherCollege","SecondRound","ShortCareer","Western"
"969","52","MIA","138","PowerSchool","SecondRound","ShortCareer","Eastern"
"970","55","POR","51","OtherCollege","SecondRound","ShortCareer","Western"
"971","56","OKC","25","PowerSchool","SecondRound","ShortCareer","Western"
"972","58","LAL","2","PowerSchool","SecondRound","ShortCareer","Western"
"973","60","BOS","69","NonCollegiate","SecondRound","ShortCareer","Eastern"
"974","1","LAC","724","OtherCollege","Top5","LongCareer","Western"
"975","2","MEM","224","PowerSchool","Top5","AverageCareer","Western"
"976","3","OKC","942","OtherCollege","Top5","LongCareer","Western"
"977","4","SAC","594","OtherCollege","Top5","LongCareer","Western"
"978","5","MIN","665","NonCollegiate","Top5","LongCareer","Western"
"979","6","MIN","163","OtherCollege","Lottery","ShortCareer","Western"
"980","7","GSW","826","OtherCollege","Lottery","LongCareer","Western"
"981","8","NYK","409","OtherCollege","Lottery","AverageCareer","Eastern"
"982","9","TOR","957","OtherCollege","Lottery","LongCareer","Eastern"
"983","10","MIL","555","NonCollegiate","Lottery","LongCareer","Eastern"
"984","11","BRK","153","PowerSchool","Lottery","ShortCareer","Eastern"
"985","12","CHO","535","PowerSchool","Lottery","LongCareer","Eastern"
"986","13","IND","428","OtherCollege","Lottery","AverageCareer","Eastern"
"987","14","PHO","261","PowerSchool","Lottery","AverageCareer","Western"
"988","15","DET","293","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"989","16","CHI","747","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"990","17","PHI","839","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"991","18","MIN","551","OtherCollege","MidtoLateFirst","LongCareer","Western"
"992","19","ATL","826","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"993","20","UTA","267","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"994","21","NOP","711","PowerSchool","MidtoLateFirst","LongCareer","Western"
"995","22","POR","80","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"996","23","SAC","588","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"997","24","DAL","189","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"998","25","OKC","182","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"999","26","CHI","896","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1000","27","MEM","578","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1001","28","MIN","770","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1002","29","LAL","394","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"1003","30","CLE","51","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"1004","31","SAC","237","OtherCollege","SecondRound","AverageCareer","Western"
"1005","32","WAS","65","OtherCollege","SecondRound","ShortCareer","Eastern"
"1006","33","POR","715","PowerSchool","SecondRound","LongCareer","Western"
"1007","35","DET","83","OtherCollege","SecondRound","ShortCareer","Eastern"
"1008","36","MEM","249","OtherCollege","SecondRound","AverageCareer","Western"
"1009","37","SAS","424","OtherCollege","SecondRound","AverageCareer","Western"
"1010","38","POR","150","OtherCollege","SecondRound","ShortCareer","Western"
"1011","39","DET","635","NonCollegiate","SecondRound","LongCareer","Eastern"
"1012","40","CHO","171","OtherCollege","SecondRound","ShortCareer","Eastern"
"1013","41","MIL","539","PowerSchool","SecondRound","LongCareer","Eastern"
"1014","42","LAL","526","OtherCollege","SecondRound","LongCareer","Western"
"1015","43","MIA","483","OtherCollege","SecondRound","LongCareer","Eastern"
"1016","44","DET","407","OtherCollege","SecondRound","AverageCareer","Eastern"
"1017","45","MIN","129","OtherCollege","SecondRound","ShortCareer","Western"
"1018","46","CLE","819","OtherCollege","SecondRound","LongCareer","Eastern"
"1019","48","PHO","8","OtherCollege","SecondRound","ShortCareer","Western"
"1020","52","IND","261","PowerSchool","SecondRound","AverageCareer","Eastern"
"1021","53","SAS","119","NonCollegiate","SecondRound","ShortCareer","Western"
"1022","55","POR","820","OtherCollege","SecondRound","LongCareer","Western"
"1023","58","BOS","57","OtherCollege","SecondRound","ShortCareer","Eastern"
"1024","1","WAS","613","PowerSchool","Top5","LongCareer","Eastern"
"1025","2","PHI","705","OtherCollege","Top5","LongCareer","Eastern"
"1026","3","BRK","790","OtherCollege","Top5","LongCareer","Eastern"
"1027","4","MIN","609","OtherCollege","Top5","LongCareer","Western"
"1028","5","SAC","654","PowerSchool","Top5","LongCareer","Western"
"1029","6","GSW","384","OtherCollege","Lottery","AverageCareer","Western"
"1030","7","DET","646","OtherCollege","Lottery","LongCareer","Eastern"
"1031","8","LAC","711","OtherCollege","Lottery","LongCareer","Western"
"1032","9","UTA","734","OtherCollege","Lottery","LongCareer","Western"
"1033","10","IND","737","OtherCollege","Lottery","LongCareer","Eastern"
"1034","11","NOP","339","PowerSchool","Lottery","AverageCareer","Western"
"1035","12","MEM","185","PowerSchool","Lottery","ShortCareer","Western"
"1036","13","TOR","722","OtherCollege","Lottery","LongCareer","Eastern"
"1037","14","HOU","719","PowerSchool","Lottery","LongCareer","Western"
"1038","15","MIL","238","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"1039","16","MIN","381","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"1040","17","CHI","423","NonCollegiate","MidtoLateFirst","AverageCareer","Eastern"
"1041","18","OKC","756","PowerSchool","MidtoLateFirst","LongCareer","Western"
"1042","19","BOS","660","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1043","20","SAS","247","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"1044","21","OKC","17","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"1045","22","POR","109","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"1046","23","MIN","532","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1047","24","ATL","39","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"1048","25","MEM","80","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"1049","26","OKC","355","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"1050","27","BRK","281","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"1051","28","MEM","401","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"1052","29","ORL","51","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"1053","30","WAS","72","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"1054","31","BRK","12","NonCollegiate","SecondRound","ShortCareer","Eastern"
"1055","32","MIA","50","OtherCollege","SecondRound","ShortCareer","Eastern"
"1056","33","SAC","511","OtherCollege","SecondRound","LongCareer","Western"
"1057","34","POR","47","OtherCollege","SecondRound","ShortCareer","Western"
"1058","35","WAS","449","NonCollegiate","SecondRound","AverageCareer","Eastern"
"1059","37","MIL","5","OtherCollege","SecondRound","ShortCareer","Eastern"
"1060","38","NYK","5","OtherCollege","SecondRound","ShortCareer","Eastern"
"1061","39","NYK","255","OtherCollege","SecondRound","AverageCareer","Eastern"
"1062","40","IND","554","PowerSchool","SecondRound","LongCareer","Eastern"
"1063","41","MIA","37","OtherCollege","SecondRound","ShortCareer","Eastern"
"1064","43","LAL","63","OtherCollege","SecondRound","ShortCareer","Western"
"1065","44","MIL","65","OtherCollege","SecondRound","ShortCareer","Eastern"
"1066","46","PHO","1","OtherCollege","SecondRound","ShortCareer","Western"
"1067","50","DAL","26","OtherCollege","SecondRound","ShortCareer","Western"
"1068","52","BOS","70","OtherCollege","SecondRound","ShortCareer","Eastern"
"1069","53","ATL","3","NonCollegiate","SecondRound","ShortCareer","Eastern"
"1070","54","LAC","19","OtherCollege","SecondRound","ShortCareer","Western"
"1071","55","UTA","250","OtherCollege","SecondRound","AverageCareer","Western"
"1072","56","MIN","33","OtherCollege","SecondRound","ShortCareer","Western"
"1073","57","IND","5","OtherCollege","SecondRound","ShortCareer","Eastern"
"1074","58","LAL","41","OtherCollege","SecondRound","ShortCareer","Western"
"1075","1","CLE","611","PowerSchool","Top5","LongCareer","Eastern"
"1076","2","MIN","428","OtherCollege","Top5","AverageCareer","Western"
"1077","3","UTA","748","NonCollegiate","Top5","LongCareer","Western"
"1078","4","CLE","730","OtherCollege","Top5","LongCareer","Eastern"
"1079","5","TOR","695","NonCollegiate","Top5","LongCareer","Eastern"
"1080","6","WAS","162","NonCollegiate","Lottery","ShortCareer","Eastern"
"1081","7","SAC","738","NonCollegiate","Lottery","LongCareer","Western"
"1082","8","DET","451","PowerSchool","Lottery","LongCareer","Eastern"
"1083","9","CHO","741","PowerSchool","Lottery","LongCareer","Eastern"
"1084","10","MIL","241","OtherCollege","Lottery","AverageCareer","Eastern"
"1085","11","GSW","647","OtherCollege","Lottery","LongCareer","Western"
"1086","12","UTA","625","OtherCollege","Lottery","LongCareer","Western"
"1087","13","PHO","715","PowerSchool","Lottery","LongCareer","Western"
"1088","14","HOU","718","PowerSchool","Lottery","LongCareer","Western"
"1089","15","IND","576","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1090","16","PHI","741","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1091","17","NYK","461","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1092","18","WAS","148","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"1093","19","CHO","753","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1094","20","MIN","251","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"1095","21","POR","84","PowerSchool","MidtoLateFirst","ShortCareer","Western"
"1096","22","DEN","478","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1097","23","HOU","319","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"1098","24","OKC","703","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1099","25","BOS","200","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"1100","26","DAL","151","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"1101","27","BRK","36","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"1102","28","CHI","360","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"1103","29","SAS","728","OtherCollege","MidtoLateFirst","LongCareer","Western"
"1104","30","CHI","690","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"1105","31","MIA","603","NonCollegiate","SecondRound","LongCareer","Eastern"
"1106","32","CLE","22","OtherCollege","SecondRound","ShortCareer","Eastern"
"1107","33","DET","356","PowerSchool","SecondRound","AverageCareer","Eastern"
"1108","34","WAS","456","OtherCollege","SecondRound","LongCareer","Eastern"
"1109","35","SAC","24","PowerSchool","SecondRound","ShortCareer","Western"
"1110","36","BRK","43","OtherCollege","SecondRound","ShortCareer","Eastern"
"1111","37","LAC","24","OtherCollege","SecondRound","ShortCareer","Western"
"1112","38","HOU","440","OtherCollege","SecondRound","AverageCareer","Western"
"1113","39","CHO","104","NonCollegiate","SecondRound","ShortCareer","Eastern"
"1114","40","MIL","377","OtherCollege","SecondRound","AverageCareer","Eastern"
"1115","41","LAL","132","OtherCollege","SecondRound","ShortCareer","Western"
"1116","42","IND","387","NonCollegiate","SecondRound","AverageCareer","Eastern"
"1117","43","CHI","36","PowerSchool","SecondRound","ShortCareer","Eastern"
"1118","44","GSW","110","OtherCollege","SecondRound","ShortCareer","Western"
"1119","45","NOP","75","PowerSchool","SecondRound","ShortCareer","Western"
"1120","46","LAL","49","OtherCollege","SecondRound","ShortCareer","Western"
"1121","47","LAC","10","OtherCollege","SecondRound","ShortCareer","Western"
"1122","48","ATL","3","OtherCollege","SecondRound","ShortCareer","Eastern"
"1123","49","MEM","38","PowerSchool","SecondRound","ShortCareer","Western"
"1124","50","PHI","388","OtherCollege","SecondRound","AverageCareer","Eastern"
"1125","52","DET","23","OtherCollege","SecondRound","ShortCareer","Eastern"
"1126","53","ORL","177","PowerSchool","SecondRound","ShortCareer","Eastern"
"1127","55","BOS","598","OtherCollege","SecondRound","LongCareer","Eastern"
"1128","60","SAC","550","OtherCollege","SecondRound","LongCareer","Western"
"1129","1","NOP","604","PowerSchool","Top5","LongCareer","Western"
"1130","2","CHO","446","PowerSchool","Top5","AverageCareer","Eastern"
"1131","3","WAS","645","OtherCollege","Top5","LongCareer","Eastern"
"1132","4","CLE","419","OtherCollege","Top5","AverageCareer","Eastern"
"1133","5","SAC","313","PowerSchool","Top5","AverageCareer","Western"
"1134","6","POR","711","OtherCollege","Lottery","LongCareer","Western"
"1135","7","GSW","747","OtherCollege","Lottery","LongCareer","Western"
"1136","8","TOR","670","OtherCollege","Lottery","LongCareer","Eastern"
"1137","9","DET","718","PowerSchool","Lottery","LongCareer","Eastern"
"1138","10","NOP","655","PowerSchool","Lottery","LongCareer","Western"
"1139","11","POR","447","OtherCollege","Lottery","AverageCareer","Western"
"1140","12","HOU","573","PowerSchool","Lottery","LongCareer","Western"
"1141","13","PHO","160","OtherCollege","Lottery","ShortCareer","Western"
"1142","14","MIL","445","OtherCollege","Lottery","AverageCareer","Eastern"
"1143","15","PHI","621","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
