"","overall_pick","pick_bucket","educational_prestige","team_conference","long_career_label"
"1012",50,"SecondRound","PowerSchool","Eastern","LongCareer"
"1013",51,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1014",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1016",54,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1021",59,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1022",60,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1023",1,"Top5","OtherCollege","Western","NotLongCareer"
"1024",2,"Top5","OtherCollege","Western","LongCareer"
"1025",3,"Top5","OtherCollege","Eastern","LongCareer"
"1026",4,"Top5","OtherCollege","Western","LongCareer"
"1027",5,"Top5","OtherCollege","Eastern","LongCareer"
"1028",6,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1029",7,"Lottery","OtherCollege","Western","LongCareer"
"1030",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1031",9,"Lottery","OtherCollege","Eastern","LongCareer"
"1032",10,"Lottery","OtherCollege","Western","LongCareer"
"1033",11,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1034",12,"Lottery","OtherCollege","Eastern","LongCareer"
"1035",13,"Lottery","PowerSchool","Western","NotLongCareer"
"1036",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1037",15,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1038",16,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1039",17,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1040",18,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1041",19,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1042",20,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1043",21,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1044",22,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1045",23,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1046",24,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1047",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1048",26,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1049",27,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1050",28,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1051",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1053",31,"SecondRound","OtherCollege","Western","LongCareer"
"1054",32,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1055",33,"SecondRound","OtherCollege","Western","NotLongCareer"
"1056",34,"SecondRound","OtherCollege","Western","NotLongCareer"
"1057",35,"SecondRound","OtherCollege","Western","LongCareer"
"1058",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1059",37,"SecondRound","PowerSchool","Western","NotLongCareer"
"1060",38,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1062",40,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1063",41,"SecondRound","OtherCollege","Western","NotLongCareer"
"1064",42,"SecondRound","OtherCollege","Western","NotLongCareer"
"1068",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1069",47,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1070",48,"SecondRound","NonCollegiate","Western","LongCareer"
"1071",49,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1073",51,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1074",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1075",53,"SecondRound","OtherCollege","Western","NotLongCareer"
"1078",56,"SecondRound","OtherCollege","Eastern","LongCareer"
"1081",59,"SecondRound","OtherCollege","Western","NotLongCareer"
"1083",1,"Top5","OtherCollege","Eastern","LongCareer"
"1084",2,"Top5","OtherCollege","Eastern","LongCareer"
"1085",3,"Top5","OtherCollege","Western","LongCareer"
"1086",4,"Top5","PowerSchool","Western","LongCareer"
"1087",5,"Top5","PowerSchool","Western","LongCareer"
"1088",6,"Lottery","NonCollegiate","Eastern","LongCareer"
"1089",7,"Lottery","PowerSchool","Western","LongCareer"
"1090",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1091",9,"Lottery","OtherCollege","Eastern","LongCareer"
"1092",10,"Lottery","OtherCollege","Eastern","LongCareer"
"1093",11,"Lottery","OtherCollege","Eastern","LongCareer"
"1094",12,"Lottery","OtherCollege","Western","LongCareer"
"1095",13,"Lottery","PowerSchool","Western","LongCareer"
"1096",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1097",15,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1098",16,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1099",17,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1100",18,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1101",19,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1102",20,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1103",21,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1104",22,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1105",23,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1106",24,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1107",25,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1108",26,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1109",27,"MidtoLateFirst","PowerSchool","Western","LongCareer"
"1110",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1111",29,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1112",30,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1113",31,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1114",32,"SecondRound","OtherCollege","Western","NotLongCareer"
"1115",33,"SecondRound","OtherCollege","Western","NotLongCareer"
"1116",34,"SecondRound","PowerSchool","Western","LongCareer"
"1117",35,"SecondRound","OtherCollege","Western","LongCareer"
"1118",36,"SecondRound","NonCollegiate","Western","LongCareer"
"1119",37,"SecondRound","PowerSchool","Eastern","LongCareer"
"1120",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1121",39,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1122",40,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1123",41,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1124",42,"SecondRound","OtherCollege","Western","NotLongCareer"
"1125",43,"SecondRound","OtherCollege","Western","NotLongCareer"
"1127",45,"SecondRound","NonCollegiate","Western","LongCareer"
"1129",47,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1130",48,"SecondRound","OtherCollege","Western","NotLongCareer"
"1134",52,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1137",55,"SecondRound","OtherCollege","Western","NotLongCareer"
"1138",56,"SecondRound","PowerSchool","Western","NotLongCareer"
"1140",58,"SecondRound","PowerSchool","Western","NotLongCareer"
"1142",60,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1143",1,"Top5","OtherCollege","Western","LongCareer"
"1144",2,"Top5","PowerSchool","Western","NotLongCareer"
"1145",3,"Top5","OtherCollege","Western","LongCareer"
"1146",4,"Top5","OtherCollege","Western","LongCareer"
"1147",5,"Top5","NonCollegiate","Western","LongCareer"
"1148",6,"Lottery","OtherCollege","Western","NotLongCareer"
"1149",7,"Lottery","OtherCollege","Western","LongCareer"
"1150",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1151",9,"Lottery","OtherCollege","Eastern","LongCareer"
"1152",10,"Lottery","NonCollegiate","Eastern","LongCareer"
"1153",11,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1154",12,"Lottery","PowerSchool","Eastern","LongCareer"
"1155",13,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1156",14,"Lottery","PowerSchool","Western","NotLongCareer"
"1157",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1158",16,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1159",17,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1160",18,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1161",19,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1162",20,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1163",21,"MidtoLateFirst","PowerSchool","Western","LongCareer"
"1164",22,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1165",23,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1166",24,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1167",25,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1168",26,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1169",27,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1170",28,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1171",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1172",30,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1173",31,"SecondRound","OtherCollege","Western","NotLongCareer"
"1174",32,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1175",33,"SecondRound","PowerSchool","Western","LongCareer"
"1177",35,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1178",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1179",37,"SecondRound","OtherCollege","Western","NotLongCareer"
"1180",38,"SecondRound","OtherCollege","Western","NotLongCareer"
"1181",39,"SecondRound","NonCollegiate","Eastern","LongCareer"
"1182",40,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1183",41,"SecondRound","PowerSchool","Eastern","LongCareer"
"1184",42,"SecondRound","OtherCollege","Western","LongCareer"
"1185",43,"SecondRound","OtherCollege","Eastern","LongCareer"
"1186",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1187",45,"SecondRound","OtherCollege","Western","NotLongCareer"
"1188",46,"SecondRound","OtherCollege","Eastern","LongCareer"
"1190",48,"SecondRound","OtherCollege","Western","NotLongCareer"
"1194",52,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1195",53,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1197",55,"SecondRound","OtherCollege","Western","LongCareer"
"1200",58,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1203",1,"Top5","PowerSchool","Eastern","LongCareer"
"1204",2,"Top5","OtherCollege","Eastern","LongCareer"
"1205",3,"Top5","OtherCollege","Eastern","LongCareer"
"1206",4,"Top5","OtherCollege","Western","LongCareer"
"1207",5,"Top5","PowerSchool","Western","LongCareer"
"1208",6,"Lottery","OtherCollege","Western","NotLongCareer"
"1209",7,"Lottery","OtherCollege","Eastern","LongCareer"
"1210",8,"Lottery","OtherCollege","Western","LongCareer"
"1211",9,"Lottery","OtherCollege","Western","LongCareer"
"1212",10,"Lottery","OtherCollege","Eastern","LongCareer"
"1213",11,"Lottery","PowerSchool","Western","NotLongCareer"
"1214",12,"Lottery","PowerSchool","Western","NotLongCareer"
"1215",13,"Lottery","OtherCollege","Eastern","LongCareer"
"1216",14,"Lottery","PowerSchool","Western","LongCareer"
"1217",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1218",16,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1219",17,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1220",18,"MidtoLateFirst","PowerSchool","Western","LongCareer"
"1221",19,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1222",20,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1223",21,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1224",22,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1225",23,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1226",24,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1227",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1228",26,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1229",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1230",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1231",29,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1232",30,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1233",31,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1234",32,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1235",33,"SecondRound","OtherCollege","Western","LongCareer"
"1236",34,"SecondRound","OtherCollege","Western","NotLongCareer"
"1237",35,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1239",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1240",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1241",39,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1242",40,"SecondRound","PowerSchool","Eastern","LongCareer"
"1243",41,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1245",43,"SecondRound","OtherCollege","Western","NotLongCareer"
"1246",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1248",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1252",50,"SecondRound","OtherCollege","Western","NotLongCareer"
"1254",52,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1255",53,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1256",54,"SecondRound","OtherCollege","Western","NotLongCareer"
"1257",55,"SecondRound","OtherCollege","Western","NotLongCareer"
"1258",56,"SecondRound","OtherCollege","Western","NotLongCareer"
"1259",57,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1260",58,"SecondRound","OtherCollege","Western","NotLongCareer"
"1263",1,"Top5","PowerSchool","Eastern","LongCareer"
"1264",2,"Top5","OtherCollege","Western","NotLongCareer"
"1265",3,"Top5","NonCollegiate","Western","LongCareer"
"1266",4,"Top5","OtherCollege","Eastern","LongCareer"
"1267",5,"Top5","NonCollegiate","Eastern","LongCareer"
"1268",6,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1269",7,"Lottery","NonCollegiate","Western","LongCareer"
"1270",8,"Lottery","PowerSchool","Eastern","LongCareer"
"1271",9,"Lottery","PowerSchool","Eastern","LongCareer"
"1272",10,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1273",11,"Lottery","OtherCollege","Western","LongCareer"
"1274",12,"Lottery","OtherCollege","Western","LongCareer"
"1275",13,"Lottery","PowerSchool","Western","LongCareer"
"1276",14,"Lottery","PowerSchool","Western","LongCareer"
"1277",15,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1278",16,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1279",17,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1280",18,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1281",19,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1282",20,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1283",21,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1284",22,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1285",23,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1286",24,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1287",25,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1288",26,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1289",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1290",28,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1291",29,"MidtoLateFirst","OtherCollege","Western","LongCareer"
"1292",30,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1293",31,"SecondRound","NonCollegiate","Eastern","LongCareer"
"1294",32,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1295",33,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1296",34,"SecondRound","OtherCollege","Eastern","LongCareer"
"1297",35,"SecondRound","PowerSchool","Western","NotLongCareer"
"1298",36,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1299",37,"SecondRound","OtherCollege","Western","NotLongCareer"
"1300",38,"SecondRound","OtherCollege","Western","NotLongCareer"
"1301",39,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1302",40,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1303",41,"SecondRound","OtherCollege","Western","NotLongCareer"
"1304",42,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1305",43,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1306",44,"SecondRound","OtherCollege","Western","NotLongCareer"
"1307",45,"SecondRound","PowerSchool","Western","NotLongCareer"
"1308",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1309",47,"SecondRound","OtherCollege","Western","NotLongCareer"
"1310",48,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1311",49,"SecondRound","PowerSchool","Western","NotLongCareer"
"1312",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1314",52,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1315",53,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1317",55,"SecondRound","OtherCollege","Eastern","LongCareer"
"1322",60,"SecondRound","OtherCollege","Western","LongCareer"
"1323",1,"Top5","PowerSchool","Western","LongCareer"
"1324",2,"Top5","PowerSchool","Eastern","NotLongCareer"
"1325",3,"Top5","OtherCollege","Eastern","LongCareer"
"1326",4,"Top5","OtherCollege","Eastern","NotLongCareer"
"1327",5,"Top5","PowerSchool","Western","NotLongCareer"
"1328",6,"Lottery","OtherCollege","Western","LongCareer"
"1329",7,"Lottery","OtherCollege","Western","LongCareer"
"1330",8,"Lottery","OtherCollege","Eastern","LongCareer"
"1331",9,"Lottery","PowerSchool","Eastern","LongCareer"
"1332",10,"Lottery","PowerSchool","Western","LongCareer"
"1333",11,"Lottery","OtherCollege","Western","NotLongCareer"
"1334",12,"Lottery","PowerSchool","Western","LongCareer"
"1335",13,"Lottery","OtherCollege","Western","NotLongCareer"
"1336",14,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1337",15,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1338",16,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1339",17,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1340",18,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1341",19,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1342",20,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1343",21,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1344",22,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1345",23,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1346",24,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1347",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1348",26,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1349",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1350",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1351",29,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1352",30,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1353",31,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1354",32,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1355",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1356",34,"SecondRound","OtherCollege","Eastern","LongCareer"
"1357",35,"SecondRound","OtherCollege","Western","LongCareer"
"1358",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1359",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1360",38,"SecondRound","OtherCollege","Western","NotLongCareer"
"1361",39,"SecondRound","OtherCollege","Eastern","LongCareer"
"1362",40,"SecondRound","OtherCollege","Western","LongCareer"
"1363",41,"SecondRound","PowerSchool","Western","NotLongCareer"
"1364",42,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1365",43,"SecondRound","OtherCollege","Eastern","LongCareer"
"1366",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1367",45,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1368",46,"SecondRound","PowerSchool","Western","NotLongCareer"
"1369",47,"SecondRound","OtherCollege","Western","NotLongCareer"
"1370",48,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1371",49,"SecondRound","OtherCollege","Eastern","LongCareer"
"1373",51,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1374",52,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1375",53,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1376",54,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1377",55,"SecondRound","OtherCollege","Western","NotLongCareer"
"1380",58,"SecondRound","OtherCollege","Western","NotLongCareer"
"1382",60,"SecondRound","OtherCollege","Western","NotLongCareer"
"1383",1,"Top5","OtherCollege","Eastern","NotLongCareer"
"1384",2,"Top5","PowerSchool","Eastern","LongCareer"
"1385",3,"Top5","OtherCollege","Eastern","LongCareer"
"1386",4,"Top5","PowerSchool","Eastern","LongCareer"
"1387",5,"Top5","OtherCollege","Western","LongCareer"
"1388",6,"Lottery","PowerSchool","Western","LongCareer"
"1389",7,"Lottery","PowerSchool","Western","LongCareer"
"1390",8,"Lottery","OtherCollege","Eastern","LongCareer"
"1391",9,"Lottery","OtherCollege","Western","LongCareer"
"1392",10,"Lottery","OtherCollege","Western","LongCareer"
"1393",11,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1394",12,"Lottery","OtherCollege","Western","LongCareer"
"1395",13,"Lottery","OtherCollege","Western","LongCareer"
"1396",14,"Lottery","PowerSchool","Western","NotLongCareer"
"1397",15,"MidtoLateFirst","NonCollegiate","Eastern","LongCareer"
"1398",16,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1399",17,"MidtoLateFirst","NonCollegiate","Eastern","LongCareer"
"1400",18,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1401",19,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1402",20,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1403",21,"MidtoLateFirst","PowerSchool","Western","LongCareer"
"1404",22,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1405",23,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1406",24,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1407",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1408",26,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1409",27,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1411",29,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1412",30,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1413",31,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1414",32,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1415",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1416",34,"SecondRound","OtherCollege","Western","NotLongCareer"
"1417",35,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1418",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1419",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1420",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1421",39,"SecondRound","PowerSchool","Western","NotLongCareer"
"1422",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1423",41,"SecondRound","OtherCollege","Western","NotLongCareer"
"1424",42,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1425",43,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1426",44,"SecondRound","OtherCollege","Western","NotLongCareer"
"1428",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1429",47,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1430",48,"SecondRound","PowerSchool","Western","NotLongCareer"
"1431",49,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1432",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1434",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1437",55,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1438",56,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1443",1,"Top5","PowerSchool","Eastern","LongCareer"
"1444",2,"Top5","PowerSchool","Eastern","NotLongCareer"
"1445",3,"Top5","PowerSchool","Eastern","NotLongCareer"
"1446",4,"Top5","OtherCollege","Eastern","LongCareer"
"1447",5,"Top5","NonCollegiate","Western","NotLongCareer"
"1448",6,"Lottery","OtherCollege","Eastern","LongCareer"
"1449",7,"Lottery","PowerSchool","Western","LongCareer"
"1450",8,"Lottery","OtherCollege","Western","NotLongCareer"
"1451",9,"Lottery","PowerSchool","Western","NotLongCareer"
"1452",10,"Lottery","OtherCollege","Eastern","LongCareer"
"1453",11,"Lottery","OtherCollege","Western","LongCareer"
"1454",12,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1455",13,"Lottery","PowerSchool","Western","LongCareer"
"1456",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1457",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1458",16,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1459",17,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1460",18,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1461",19,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1462",20,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1463",21,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1464",22,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1465",23,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1466",24,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1467",25,"MidtoLateFirst","NonCollegiate","Western","LongCareer"
"1468",26,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1469",27,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1470",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1471",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1472",30,"MidtoLateFirst","PowerSchool","Western","LongCareer"
"1473",31,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1474",32,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1475",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1476",34,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1477",35,"SecondRound","OtherCollege","Western","NotLongCareer"
"1478",36,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1480",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1481",39,"SecondRound","OtherCollege","Eastern","LongCareer"
"1482",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1483",41,"SecondRound","NonCollegiate","Western","LongCareer"
"1484",42,"SecondRound","OtherCollege","Western","NotLongCareer"
"1485",43,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1486",44,"SecondRound","OtherCollege","Western","NotLongCareer"
"1487",45,"SecondRound","OtherCollege","Western","LongCareer"
"1488",46,"SecondRound","OtherCollege","Eastern","LongCareer"
"1489",47,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1490",48,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1491",49,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1493",51,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1497",55,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1498",56,"SecondRound","OtherCollege","Western","NotLongCareer"
"1500",58,"SecondRound","OtherCollege","Western","NotLongCareer"
